,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
237,237,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,3,2,141,22.0,0.0,"203,000.00","236,000.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
238,238,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,0,0,119,32.0,0.0,"200,000.00","274,300.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
239,239,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,0,0,141,27.0,0.0,"188,000.00","272,400.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
240,240,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,0,0,141,21.0,0.0,"188,000.00","275,000.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
241,241,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,0,0,141,26.0,0.0,"188,000.00","276,800.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
242,242,7 5 3 8 - 7 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-7,",SIAP DENGAN: CCC PENUH,7538-7/04-2023/0361(R)-(L),20 Apr 2022,19 Apr 2023,"RM 188,000.00",118.54mps - 141.13mps,RUMAH TERES,1.0,0,0,141,28.0,0.0,"203,000.00","274,400.00",100.0,"[""4.265095, 103.425200""]",,https://teduh.kpkt.gov.my/project-swasta/7538-7,"(480, '7538-7')",
243,243,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH TERES,1.0,0,0,110,26.0,0.0,"173,000.02","210,800.02",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
244,244,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH BERKEMBAR,1.0,0,0,253,18.0,0.0,"323,000.00","373,000.00",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
245,245,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH BERKEMBAR,1.0,0,0,253,28.0,0.0,"312,000.00","361,000.00",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
246,246,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH TERES,1.0,0,0,110,27.0,0.0,"173,000.00","223,200.00",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
247,247,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH TERES,1.0,0,0,110,28.0,0.0,"173,000.01","235,900.00",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
248,248,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH BERKEMBAR,1.0,0,0,176,28.0,0.0,"250,000.00","305,600.00",100.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
249,249,7 5 3 8 - 8 - T A M A N   K O P E R A T   P E R A D O N G,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-8,",BERJALAN LANCAR,7538-8/08-2021/02875(P),14 Aug 2020,13 Aug 2021,"RM 173,000.00",0.00mps - 253.00mps,RUMAH KEDAI (G),1.0,0,0,0,10.0,10.0,"350,000.00","358,000.00",0.0,"[""5.319978, 103.048203""]",,https://teduh.kpkt.gov.my/project-swasta/7538-8,"(430, '7538-8')",
250,250,7 5 3 8 - 9 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-9,",SIAP DENGAN: CCC PENUH,7538-9/09-2020/02754(P),03 Sep 2019,02 Sep 2020,"RM 339,000.00",110.63mps - 127.17mps,RUMAH BERKEMBAR,1.0,0,0,111,24.0,7.0,"339,000.00","350,000.00",100.0,"[""4.266088, 103.426568""]",,https://teduh.kpkt.gov.my/project-swasta/7538-9,"(284, '7538-9')",
251,251,7 5 3 8 - 9 - T A M A N   R A K Y A T   B I S T A R I,KONSORTIUM PERUMAHAN RAKYAT TERENGGGANU SDN. BHD.,7538,7538/12-2028/1481(A),16 Dec 2023,15 Dec 2028,-,-,www.koperat.com.my,"7538-9,",SIAP DENGAN: CCC PENUH,7538-9/09-2020/02754(P),03 Sep 2019,02 Sep 2020,"RM 339,000.00",110.63mps - 127.17mps,RUMAH SESEBUAH,1.0,0,0,127,2.0,1.0,"421,200.00","432,500.00",100.0,"[""4.266088, 103.426568""]",,https://teduh.kpkt.gov.my/project-swasta/7538-9,"(284, '7538-9')",
252,252,7 5 9 9 - 1 0 - L O T   2 3 3 1,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-10,",-,-,-,-,"RM 485,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,6.0,6.0,"485,000.00","525,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-10,"(285, '7599-10')",
253,253,"7 5 9 9 - 1 2 - L O T   3 8 5 6 , 3 8 5 9",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-12,",SIAP DENGAN: CCC PENUH,7599-12/03-2015/01509(P),21 Mar 2014,20 Mar 2015,"RM 290,000.00","0.00mps - 1,800.00mps",RUMAH TERES,2.0,0,0,0,7.0,0.0,"290,000.00","338,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-12,"(286, '7599-12')",
254,254,"7 5 9 9 - 1 2 - L O T   3 8 5 6 , 3 8 5 9",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-12,",SIAP DENGAN: CCC PENUH,7599-12/03-2015/01509(P),21 Mar 2014,20 Mar 2015,"RM 290,000.00","0.00mps - 1,800.00mps",RUMAH TERES,2.0,0,0,"1,800",10.0,0.0,"290,000.00","369,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-12,"(286, '7599-12')",
255,255,"7 5 9 9 - 1 2 - L O T   3 8 5 6 , 3 8 5 9",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-12,",SIAP DENGAN: CCC PENUH,7599-12/03-2015/01509(P),21 Mar 2014,20 Mar 2015,"RM 290,000.00","0.00mps - 1,800.00mps",RUMAH TERES,2.0,0,0,"1,800",7.0,0.0,"290,000.00","338,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-12,"(286, '7599-12')",
256,256,"7 5 9 9 - 1 2 - L O T   3 8 5 6 , 3 8 5 9",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-12,",SIAP DENGAN: CCC PENUH,7599-12/03-2015/01509(P),21 Mar 2014,20 Mar 2015,"RM 290,000.00","0.00mps - 1,800.00mps",RUMAH TERES,2.0,0,0,0,10.0,0.0,"290,000.00","369,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-12,"(286, '7599-12')",
257,257,7 5 9 9 - 1 8 - L O T   6 9 8   K U A L A   N E R U S,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-18,",SIAP DENGAN: CCC PENUH,7599-18/07-2016/0751(P),25 Jul 2014,24 Jul 2016,"RM 358,000.00",169.00mps - 182.00mps,RUMAH BERKEMBAR,2.0,0,0,182,18.0,1.0,"360,000.00","423,000.00",100.0,"[""5.346668, 103.087093""]",,https://teduh.kpkt.gov.my/project-swasta/7599-18,"(287, '7599-18')",
258,258,7 5 9 9 - 1 8 - L O T   6 9 8   K U A L A   N E R U S,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-18,",SIAP DENGAN: CCC PENUH,7599-18/07-2016/0751(P),25 Jul 2014,24 Jul 2016,"RM 358,000.00",169.00mps - 182.00mps,RUMAH BERKEMBAR,2.0,0,0,169,6.0,0.0,"358,000.00","392,000.00",100.0,"[""5.346668, 103.087093""]",,https://teduh.kpkt.gov.my/project-swasta/7599-18,"(287, '7599-18')",
259,259,7 5 9 9 - 2 1 - L O T   1 3 0 0   M A R A N G,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-21,",SIAP DENGAN: CCC PENUH,7599-21/11-2018/02785(P),21 Nov 2017,20 Nov 2018,"RM 184,800.00",78.00mps,RUMAH TERES,1.0,0,0,78,50.0,3.0,"184,800.00","279,000.00",100.0,"[""5.158983, 103.228136""]",,https://teduh.kpkt.gov.my/project-swasta/7599-21,"(288, '7599-21')",
260,260,7 5 9 9 - 4 - T A M A N   S E J A H T E R A   K E M A M A N,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-4,",SIAP DENGAN: CFO PENUH,7599-4/1771/2008(08),20 Aug 2007,19 Aug 2008,"RM 125,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,18.0,18.0,"125,000.00","139,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-4,"(289, '7599-4')",
261,261,"7 5 9 9 - 7 - P T 2 1 4 4 - 2 1 5 1 , P T 2 1 1 8   -   2 1 3 5",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-7,",SIAP DENGAN: CCC PENUH,7599-7/249/2010(02),06 Feb 2009,05 Feb 2010,"RM 195,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,8.0,8.0,"209,000.00","245,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-7,"(290, '7599-7')",
262,262,"7 5 9 9 - 7 - P T 2 1 4 4 - 2 1 5 1 , P T 2 1 1 8   -   2 1 3 5",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-7,",SIAP DENGAN: CCC PENUH,7599-7/249/2010(02),06 Feb 2009,05 Feb 2010,"RM 195,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,8.0,8.0,"197,000.00","232,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-7,"(290, '7599-7')",
263,263,"7 5 9 9 - 7 - P T 2 1 4 4 - 2 1 5 1 , P T 2 1 1 8   -   2 1 3 5",RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-7,",SIAP DENGAN: CCC PENUH,7599-7/249/2010(02),06 Feb 2009,05 Feb 2010,"RM 195,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,10.0,10.0,"195,000.00","220,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-7,"(290, '7599-7')",
264,264,7 5 9 9 - 9 - L O T   1 5 0 7,RAWSON ENTERPRISE SDN. BHD.,7599,7599/07-2027/0985(A),30 Jul 2022,29 Jul 2027,095139377,rawson_ent@yahoo.com,-,"7599-9,",SIAP DENGAN: CCC PENUH,7599-9/09-2014/01007(P),24 Sep 2013,23 Sep 2014,"RM 245,000.00",148.00mps,RUMAH BERKEMBAR,1.5,0,0,148,12.0,0.0,"245,000.00","256,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7599-9,"(291, '7599-9')",
265,265,7 7 3 3 - 2 - C E R A H   T E G U H   S D N .   B H D .,CERAH TEGUH SDN. BHD.,7733,7733/07-2025/0465(A),28 May 2022,04 Jul 2025,-,-,-,"7733-2,",SIAP DENGAN: CCC PENUH,7733-2/07-2024/1008(R)-(L),05 Jul 2023,04 Jul 2024,"RM 380,000.00",104.33mps - 161.57mps,RUMAH TERES,2.0,0,0,104 - 162,7.0,4.0,"380,000.00","480,000.00",100.0,"[""4.713654, 103.417124""]",,https://teduh.kpkt.gov.my/project-swasta/7733-2,"(439, '7733-2')",
266,266,8 0 2 2 - 6 - T A M A N   M A W A R,CERGAS TULIN SDN. BHD.,8022,8022/03-2025/0194(R),25 Mar 2022,24 Mar 2025,-,-,-,"8022-6,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 183,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,10.0,10.0,"183,000.00","189,500.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8022-6,"(292, '8022-6')",
267,267,8 0 2 2 - 7 - C E R G A S   T U L I N   S D N .   B H D .,CERGAS TULIN SDN. BHD.,8022,8022/03-2025/0194(R),25 Mar 2022,24 Mar 2025,-,-,-,"8022-7,",SIAP DENGAN: CCC PENUH,8022-7/03-2019/01556(P),25 Mar 2018,24 Mar 2019,"RM 278,000.00","1,358.40mps",RUMAH TERES,1.0,0,0,"1,358",20.0,0.0,"278,000.00","378,000.00",100.0,"[""4.491300, 103.437700""]",,https://teduh.kpkt.gov.my/project-swasta/8022-7,"(293, '8022-7')",
268,268,8 0 4 3 - 1 0 - K K G   S D N .   B H D .,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-10,",SIAP DENGAN: CCC PENUH,8043-10/05-2016/0420(P),06 May 2014,05 May 2016,"RM 303,000.00",80.00mps - 95.00mps,RUMAH BERKEMBAR,1.0,0,0,80,14.0,3.0,"303,000.00","373,000.00",100.0,"[""4.226245, 103.362552""]",,https://teduh.kpkt.gov.my/project-swasta/8043-10,"(294, '8043-10')",
269,269,8 0 4 3 - 1 0 - K K G   S D N .   B H D .,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-10,",SIAP DENGAN: CCC PENUH,8043-10/05-2016/0420(P),06 May 2014,05 May 2016,"RM 303,000.00",80.00mps - 95.00mps,RUMAH SESEBUAH,1.0,0,0,95,2.0,1.0,"433,000.00","503,000.00",100.0,"[""4.226245, 103.362552""]",,https://teduh.kpkt.gov.my/project-swasta/8043-10,"(294, '8043-10')",
270,270,8 0 4 3 - 5 - T A M A N   G E L I G A   I N D A H,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-5,",SIAP DENGAN: CFO PENUH,8043-5/1020/2007(05),26 May 2006,25 May 2007,"RM 148,800.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,20.0,20.0,"148,800.00","169,600.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8043-5,"(295, '8043-5')",
271,271,8 0 4 3 - 7 - T A M A N   S A M U D E R A   T I M U R,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-7,",SIAP DENGAN: CFO PENUH,8043-7/980/2009(05),21 May 2008,20 May 2009,"RM 118,888.00",0.00mps,RUMAH TERES,1.0,0,0,0,15.0,15.0,"118,888.00","168,888.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8043-7,"(296, '8043-7')",
272,272,8 0 4 3 - 8 - T A M A N   B I N J A I   F I R D A U S,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-8,",SIAP DENGAN: CCC PENUH,8043-8/05-2015/92(P),22 May 2013,21 May 2015,"RM 246,000.00",96.00mps,RUMAH BERKEMBAR,1.0,0,0,96,12.0,-2.0,"246,000.00","303,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8043-8,"(297, '8043-8')",
273,273,8 0 4 3 - 9 - P E R U M A H A N   L O T   1 1 8 5   T A M A N   K I J A L   M E R A G A   2,KKG SDN BHD,8043,8043-10/05-2016/0420(L),06 May 2014,05 May 2016,-,-,-,"8043-9,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 286,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,12.0,0.0,"286,000.00","359,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8043-9,"(298, '8043-9')",
274,274,8 5 5 6 - 3 - L O T 4 4 8   /   P T 7 4 2 7   -   P T 7 4 4 6,YAMOTOR TYRE SERVICE SDN.BHD.,8556,8556-8/05-2019/01920(L),30 May 2018,29 May 2019,-,-,-,"8556-3,",-,-,-,-,"RM 145,888.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,20.0,20.0,"145,888.00","191,888.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/8556-3,"(299, '8556-3')",
275,275,8 5 5 6 - 4 - T A M A N   B I N J A I   J A Y A,YAMOTOR TYRE SERVICE SDN.BHD.,8556,8556-8/05-2019/01920(L),30 May 2018,29 May 2019,-,-,-,"8556-4,",-,-,-,-,"RM 269,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,8.0,8.0,"269,000.00","298,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/8556-4,"(300, '8556-4')",
276,276,8 5 5 6 - 5 - Y A M O T O R   T Y R E   S E R V I C E   S D N   B H D,YAMOTOR TYRE SERVICE SDN.BHD.,8556,8556-8/05-2019/01920(L),30 May 2018,29 May 2019,-,-,-,"8556-5,",-,-,-,-,"RM 196,500.00",0.00mps,RUMAH TERES,1.0,0,0,0,15.0,15.0,"196,500.00","288,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/8556-5,"(301, '8556-5')",
277,277,8 5 5 6 - 6 - Y A M O T O R   T Y R E   S E R V I C E   S D N   B H D,YAMOTOR TYRE SERVICE SDN.BHD.,8556,8556-8/05-2019/01920(L),30 May 2018,29 May 2019,-,-,-,"8556-6,",SIAP DENGAN: CCC PENUH,8556-6/04-2015/01618(P),18 Apr 2014,17 Apr 2015,"RM 260,888.00","1,200.00mps",RUMAH BERKEMBAR,1.0,0,0,"1,200",30.0,13.0,"260,888.00","358,888.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8556-6,"(302, '8556-6')",
278,278,8 5 5 6 - 8 - Y A M O T O R   T Y R E   S E R V I C E   S D N   B H D,YAMOTOR TYRE SERVICE SDN.BHD.,8556,8556-8/05-2019/01920(L),30 May 2018,29 May 2019,-,-,-,"8556-8,",SIAP DENGAN: CCC PENUH,8556-8/05-2018/01436(P),30 May 2017,29 May 2018,"RM 321,888.00",110.00mps,RUMAH BERKEMBAR,1.0,0,0,110,24.0,16.0,"321,888.00","433,888.00",100.0,"[""4.267703, 103.439713""]",,https://teduh.kpkt.gov.my/project-swasta/8556-8,"(303, '8556-8')",
279,279,8 5 5 8 - 1 - T A M A N   S R I   I N T A N,MSO CORPORATION SDN. BHD.,8558,8558/10-2027/0810(A),05 Oct 2022,04 Oct 2027,-,-,-,"8558-1,",SIAP DENGAN: CFO PENUH,8558-1/1569/2004(07),24 Jul 2003,23 Jul 2004,"RM 183,333.00",0.00mps,RUMAH TERES,2.0,0,0,0,41.0,41.0,"183,333.00","249,999.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8558-1,"(304, '8558-1')",
280,280,8 5 5 8 - 2 - L O T   1 7 6 8 8   -   1 7 6 9 3   &   L O T   1 7 6 9 5 - 1 7 7 0 6,MSO CORPORATION SDN. BHD.,8558,8558/10-2027/0810(A),05 Oct 2022,04 Oct 2027,-,-,-,"8558-2,",SIAP DENGAN: CCC PENUH,8558-2/2453/2012(09),21 Nov 2011,29 Sep 2012,"RM 198,800.00",0.00mps,RUMAH TERES,2.0,0,0,0,18.0,18.0,"198,800.00","266,430.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8558-2,"(305, '8558-2')",
281,281,8 6 5 8 - 1 0 - T A M A N   P A N T A I   H U J U N G   S U R A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-10,",SIAP DENGAN: CFO PENUH,8658-10/2398/2010(11),01 Dec 2009,30 Nov 2010,"RM 195,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,3.0,3.0,"265,000.00","290,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-10,"(306, '8658-10')",
282,282,8 6 5 8 - 1 0 - T A M A N   P A N T A I   H U J U N G   S U R A,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-10,",SIAP DENGAN: CFO PENUH,8658-10/2398/2010(11),01 Dec 2009,30 Nov 2010,"RM 195,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,26.0,26.0,"195,000.00","220,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-10,"(306, '8658-10')",
283,283,8 6 5 8 - 1 1 - T A M A N   K E R T I H   I N D A H   4,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-11,",SIAP DENGAN: CCC PENUH,8658-11/2221/2010(11),03 Nov 2009,02 Nov 2010,"RM 145,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,13.0,13.0,"145,000.00","195,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-11,"(307, '8658-11')",
284,284,8 6 5 8 - 1 2 - T A M A N   B I D A R A   1,DASAR KEMAS (M) SDN. BHD.,8658,8658/03-2028/0447(A),26 Mar 2023,25 Mar 2028,064541346,dasarkmsb@gmail.com,-,"8658-12,",SIAP DENGAN: CCC PENUH,8658-12/1868/2012(10),06 Oct 2011,05 Oct 2012,"RM 189,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"250,000.00","250,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8658-12,"(308, '8658-12')",
