,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,0,Location,Address,Link,Website Location,Page
332,7 5 - 1 - T A M A N   K A S T U R I,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-1,",-,75/255/1991(03),20-Mar-90,19-Mar-91,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-1,19,14
333,7 5 - 1 0 - T A M A N   F A J A R   &   F A S A - 2 ( P 1 0 ),QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-10,",-,75/443/1987(06),1-Jul-86,30-Jun-87,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-10,19,15
334,7 5 - 1 1 - P T   4 4 2 9 9   -   P T   4 4 3 1 0   M U K I M   K U A L A   K U A N T A N,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-11,",-,75/1391/2002(07),21-Jul-01,20-Jul-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-11,19,16
335,7 5 - 1 2 - T A M A N   I D A M A N,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-12,",-,75/1392/2002(08),29-Aug-01,28-Aug-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-12,19,17
336,7 5 - 1 3 - T A M A N   P U T R A - P U T R I   F A S A   2,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-13,",-,75-13/366/2003(02),1-Mar-02,28-Feb-03,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-13,19,18
337,7 5 - 1 4 - P T   8 5 0 6   -   P T   8 5 2 8   M U K I M   S U N G A I   K A R A N G,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-14,",-,75-14/1052/2005(07),13-May-05,16-Jul-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-14,20,2
338,7 5 - 1 5 - T A M A N   P U T R A - P U T R I     F A S A   3,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-15,",-,75-15/1887/2004(08),30-Aug-03,29-Aug-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-15,20,3
339,7 5 - 1 6 - T A M A N   P U T R A - P U T R I   F A S A   I V,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-16,",-,75-16/2114/2005(11),2-Nov-04,1-Nov-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-16,20,4
340,7 5 - 1 7 - T A M A N   K A R A N G A N   I N D A H,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-17,",SIAP DENGAN: CFO PENUH,75-17/1171/2007(06),14-Jun-06,13-Jun-07,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-17,20,5
341,7 5 - 1 8 - T A M A N   P A N D A N   P E R D A N A   1,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-18,",SIAP DENGAN: CFO PENUH,75-18/564/2011(03),26-Mar-10,25-Mar-11,"RM128,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-18,20,6
342,7 5 - 1 9 - T A M A N   R A S A U   A M A N   1,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-19,",SIAP DENGAN: CFO PENUH,75-19/167/2009(01),25-Jan-08,24-Jan-09,"RM123,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-19,20,7
343,7 5 - 2 - T A M A N   P A N T A I   I N D A H,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-2,",-,75/1067/1992(10),16-Oct-91,15-Oct-92,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-2,20,8
344,7 5 - 2 0 - T A M A N   P E R M A T A N G   B A D A K   J A Y A,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-20,",SIAP DENGAN: CFO PENUH,75-20/2124/2009(11),13-Nov-08,12-Nov-09,"RM128,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-20,20,9
345,7 5 - 2 1 - T A M A N   P E R M A T A N G   B A D A K   P E R D A N A   4,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-21,",SIAP DENGAN: CCC PENUH,75-21/1023/2012(05),16-May-11,15-May-12,"RM158,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-21,20,10
346,7 5 - 2 2 - T A M A N   B A Y U   B A L O K,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-22,",SIAP DENGAN: CCC PENUH,75-22/01-2016/25(P),8-Jan-14,7-Jan-16,"RM205,000.00",85mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-22,20,11
347,7 5 - 2 3 - T A M A N   Q A S A D I A,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-23,",SIAP DENGAN: CCC PENUH,75-23/11-2016/01175(P),20-Nov-14,19-Nov-16,"RM355,000.00",97mps,,,,,,,,,,,,"[""3.743459, 103.312222""]",,https://teduh.kpkt.gov.my/project-swasta/75-23,20,12
348,7 5 - 2 4 - T A M A N   J O H A N,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-24,",SIAP DENGAN: CCC PENUH,75-24/07-2017/0642(P),11-Jul-15,10-Jul-17,"RM225,000.00",94mps,,,,,,,,,,,,"[""3.778222, 103.268028""]",,https://teduh.kpkt.gov.my/project-swasta/75-24,20,13
349,7 5 - 2 5 - Q I A R A   B U K I T   S E T O N G K O L,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-25,",SIAP DENGAN: CCC PENUH,75-25/05-2019/01996(P),30-May-18,29-May-19,"RM880,000.00",116mps,,,,,,,,,,,,"[""3.810580, 103.307629""]",,https://teduh.kpkt.gov.my/project-swasta/75-25,20,14
350,7 5 - 2 6 - Q A S A D I A   2,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-26,",SIAP DENGAN: CCC PENUH,75-26/12-2018/0979(P),22-Dec-16,21-Dec-18,"RM370,000.00",120mps,,,,,,,,,,,,"[""3.744806, 103.313611""]",,https://teduh.kpkt.gov.my/project-swasta/75-26,20,15
351,7 5 - 2 7 - I Z O R A   2,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-27,",SIAP DENGAN: CCC PENUH,75-27/11-2019/0978(P),23-Nov-17,22-Nov-19,"RM255,000.00",87mps,,,,,,,,,,,,"[""3.791634, 103.259393""]",,https://teduh.kpkt.gov.my/project-swasta/75-27,20,16
352,7 5 - 2 8 - Q U E K   &   C O M P A N Y   S D N   B H D,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-28,",SIAP DENGAN: CCC PENUH,75-28/04-2021/0314(P),10-Apr-19,9-Apr-21,"RM290,000.00",93mps,,,,,,,,,,,,"[""3.742956, 103.321500""]",,https://teduh.kpkt.gov.my/project-swasta/75-28,20,17
353,7 5 - 2 9 - R E S I D E N S I   D O U B L E   8   B U K I T   S E T O N G K O L,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-29,",SIAP DENGAN: CCC PENUH,75-29/07-2021/0609(P),12-Jul-19,11-Jul-21,"RM465,000.00",139mps,,,,,,,,,,,,"[""3.812631, 103.304547""]",,https://teduh.kpkt.gov.my/project-swasta/75-29,20,18
354,7 5 - 3 - T A M A N   S A U J A N A,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-3,",-,75/236/1993(03),2-Mar-92,1-Mar-93,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-3,21,2
355,7 5 - 3 0 - B A Y U   K E M P A D A N G   2,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-30,",SIAP DENGAN: CCC PENUH,75-30/04-2023/0438(R)-(L),25-Apr-22,24-Apr-23,"RM238,000.00",93mps,,,,,,,,,,,,"[""3.742611, 103.321222""]",,https://teduh.kpkt.gov.my/project-swasta/75-30,21,3
356,7 5 - 3 1 - T A M A N   M A H K O T A,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-31,",BERJALAN LANCAR,75-31/03-2025/0365(N)-(L),29-Mar-23,28-Mar-25,"RM265,000.00",79mps - 99mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-31,21,4
357,7 5 - 3 2 - J O H A N   2,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-32,",BERJALAN LANCAR,75-32/09-2025/1014(N)-(L),7-Sep-23,6-Sep-25,"RM330,000.00",93mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-32,21,5
358,7 5 - 4 - T A M A N   W A W A S A N,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-4,",-,75/261/1998(03),4-Mar-97,3-Mar-98,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-4,21,6
359,7 5 - 5 - T A M A N   D A M A I,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-5,",-,75/262/1998(03),4-Mar-97,3-Mar-98,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-5,21,7
360,7 5 - 6 - T A M A N   S E K I L A U   I N D A H,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-6,",-,75/1158/1997(10),11-Oct-96,10-Oct-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-6,21,8
361,7 5 - 7 - T A M A N   P U T R A - P U T R I,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-7,",-,75/906/1999(07),3-Jul-98,2-Jul-99,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-7,21,9
362,7 5 - 8 - T A M A N   A L A M   I M P I A N,QUEK & COMPANY SDN BHD,75,75/02-2028/0028(A),9-Feb-23,8-Feb-28,95161921,quekandco@gmail.com,-,"75-8,",-,75/113/2001(01),26-Jan-00,25-Jan-01,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/75-8,21,10
363,7 6 1 - 1 - T A M A N   R A S A   S A Y A N G,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-1,",-,761/29/2001(01),6-Jan-00,5-Jan-01,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-1,21,11
364,7 6 1 - 1 0 - T A M A N   R A S A   S A Y A N G   F A S A   4,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-10,",-,761-10/1628/2005(08),11-Aug-04,10-Aug-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-10,21,12
365,7 6 1 - 1 1 - G O L D E N   C I T Y   D E V E L O P M E N T   S D N   B H D,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-11,",-,-,-,-,"RM280,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-11,21,13
366,7 6 1 - 1 2 - K E L A N A   R E S I D E N C E,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-12,",PERMIT TELAH DIBATALKAN,761-12/07-2020/02294(P),1-Aug-19,31-Jul-20,"RM950,000.00",0mps,,,,,,,,,,,,"[""3.111500, 101.604333""]",,https://teduh.kpkt.gov.my/project-swasta/761-12,21,14
367,7 6 1 - 2 - T A M A N   C H E R A S   A W A N A,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-2,",-,761/423/1997(04),16-Apr-96,15-Apr-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-2,21,15
368,7 6 1 - 3 - T A M A N   R A S A   S A Y A N G   T A M P I N,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-3,",-,761/1378/1994(12),9-Dec-93,8-Dec-94,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-3,21,16
369,7 6 1 - 4 - T A M A N   B U K I T   T A M P I N,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-4,",-,761/817/1987(11),1-Dec-86,30-Nov-87,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-4,21,17
370,7 6 1 - 5 - T A M A N   B U K I T   T A M P I N,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-5,",-,761/1047/1998(08),9-Aug-97,8-Aug-98,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-5,21,18
371,7 6 1 - 6 - T A M A N   C H E R A S   A W A N A   P H A S E   6,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-6,",-,761/259/2002(02),21-Feb-01,20-Feb-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-6,22,2
372,7 6 1 - 7 - T A M A N   C H E R A S   A W A N A   P H A S E   7,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-7,",-,761-7/2132/2005(10),4-Nov-04,2-Oct-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-7,22,3
373,7 6 1 - 8 - T A M A N   R A S A   S A Y A N G   T A M P I N   F A S A   3,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-8,",-,761-8/392/2004(02),12-Mar-03,13-Feb-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-8,22,4
374,7 6 1 - 9 - T A M A N   C H E R A S   A W A N A   F A S A   8,GOLDEN CITY DEVELOPMENT SDN. BHD.,761,761-12/07-2021/02259(L),1-Aug-20,31-Jul-21,-,-,SERENECSY@yAHOO.COM,"761-9,",-,761-9/2/2006(01),3-Jan-05,2-Jan-06,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/761-9,22,5
375,7 9 - 1 - L O T   1 1 3 1 9 - 1 1 3 4 5   &   1 1 3 4 7 - 1 1 3 7 4,NAM FUAT (MALAYA) COMPANY SDN. BHD.,79,79/09-2024/1531(R),6-Sep-23,5-Sep-24,-,-,-,"79-1,",-,79/280/1988(05),21-May-87,20-May-88,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/79-1,22,6
376,7 9 - 2 - T A M A N   S A L A K   S O U T H,NAM FUAT (MALAYA) COMPANY SDN. BHD.,79,79/09-2024/1531(R),6-Sep-23,5-Sep-24,-,-,-,"79-2,",SIAP DENGAN: CFO PENUH,79-2/574/2008(01),16-Mar-07,7-Jan-08,"RM74,950.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/79-2,22,7
377,7 9 - 3 - V I L L A   B A H A G I A   T A M A N   S A L A K   S O U T H,NAM FUAT (MALAYA) COMPANY SDN. BHD.,79,79/09-2024/1531(R),6-Sep-23,5-Sep-24,-,-,-,"79-3,",-,79-3/268/2004(02),20-Feb-03,19-Feb-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/79-3,22,8
378,7 9 - 4 - T A M A N   S A L A K   S O U T H,NAM FUAT (MALAYA) COMPANY SDN. BHD.,79,79/09-2024/1531(R),6-Sep-23,5-Sep-24,-,-,-,"79-4,",SIAP DENGAN: CCC PENUH,79-4/08-2016/02263(P),4-Aug-15,3-Aug-16,"RM468,000.00",0mps - 153mps,,,,,,,,,,,,"[""3.559880, 101.422740""]",,https://teduh.kpkt.gov.my/project-swasta/79-4,22,9
379,8 1 7 - 1 - T A M A N   K O T A   J A Y A,UNIPHOENIX JAYA SDN. BHD.,817,817/03-2025/0393(A),15-Mar-22,14-Mar-25,362798995,annie@fiamma.com.my,-,"817-1,",SIAP DENGAN: CCC PENUH,817-1/03-2022/01221(P),15-Mar-21,14-Mar-22,"RM22,000.00",0mps - 216mps,,,,,,,,,,,,"[""1.742347, 103.893330""]",,https://teduh.kpkt.gov.my/project-swasta/817-1,22,10
380,8 3 5 - 1 - B A N D A R   B A R U   P E R M A S   J A Y A   D U A,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-1,",-,835/80/2001(01),19-Jan-00,18-Jan-01,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/835-1,22,11
381,8 3 5 - 1 0 - P E R M A S   V I L L E,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-10,",SIAP DENGAN: CCC PENUH,835-10/03-2024/0479(R)-(S),11-Mar-23,10-Mar-24,"RM275,400.00",0mps - 144mps,,,,,,,,,,,,"[""1.510370, 103.825200""]",,https://teduh.kpkt.gov.my/project-swasta/835-10,22,12
382,"8 3 5 - 1 1 - Z O N E   2 - 1 ,   B A N D A R   B A R U   P E R M A S   J A Y A",PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-11,",BERJALAN LANCAR,835-11/09-2024/0141(N)-(L),5-Sep-22,4-Sep-24,"RM908,700.00",158mps - 215mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/835-11,22,13
383,8 3 5 - 1 2 - A P A R T M E N   B A Y U   P E R M A S,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-12,",BERJALAN LANCAR,835-12/09-2026/1035(N)-(S),13-Sep-23,12-Sep-26,"RM656,600.00",0mps,,,,,,,,,,,,"[""1.493675, 103.809247""]",,https://teduh.kpkt.gov.my/project-swasta/835-12,22,14
384,8 3 5 - 2 - B A N D A R   B A R U   P E R M A S   J A Y A,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-2,",SIAP DENGAN: CFO PENUH,835-2/05-2019/01902(P),14-May-18,13-May-19,"RM22,000.00",0mps - 149mps,,,,,,,,,,,,"[""1.510963, 103.824388""]",,https://teduh.kpkt.gov.my/project-swasta/835-2,22,15
385,8 3 5 - 3 - B A N D A R   B A R U   P E R M A S   J A Y A,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-3,",-,835-3/482/2004(04),12-Apr-03,11-Apr-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/835-3,22,16
386,8 3 5 - 4 - B A N D A R   B A R U   P E R M A S   J A Y A,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-4,",SIAP DENGAN: CFO PENUH,835-4/45/2008(01),9-Jan-07,8-Jan-08,"RM320,000.00",0mps,,,,,,,,,,,,"[""1.493049, 103.823644""]",,https://teduh.kpkt.gov.my/project-swasta/835-4,22,17
387,8 3 5 - 5 - B A N D A R   B A R U   P E R M A S   J A Y A,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-5,",SIAP DENGAN: CCC PENUH,835-5/2576/2007(12),14-Dec-06,13-Dec-07,"RM952,000.00",0mps,,,,,,,,,,,,"[""1.489591, 103.819583""]",,https://teduh.kpkt.gov.my/project-swasta/835-5,22,18
388,8 3 5 - 6 - T H E   S T R A I T S   V I E W   R E S I D E N C E S,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-6,",SIAP DENGAN: CCC PENUH,835-6/905/2012(04),28-Apr-11,27-Apr-12,"RM1,152,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/835-6,23,2
389,8 3 5 - 7 - T H E   S T R A I T S   V I E W   R E S I D E N C E S,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-7,",SIAP DENGAN: CCC PENUH,835-7/04-2015/01631(P),16-Apr-14,15-Apr-15,"RM1,560,000.00",314mps - 649mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/835-7,23,3
390,"8 3 5 - 8 - R U M A H   T E R E S   2   T I N G K A T ,   Z O N E   2 - 3",PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-8,",SIAP DENGAN: CCC PENUH,835-8/08-2021/02855(P),12-Aug-20,11-Aug-21,"RM963,200.00",120mps - 121mps,,,,,,,,,,,,"[""1.490187, 103.826106""]",,https://teduh.kpkt.gov.my/project-swasta/835-8,23,4
391,8 3 5 - 9 - R U M A H   T E R E S   2   T I N G K A T,PERMAS JAYA SDN. BHD.,835,835/03-2027/0201(A),11-Mar-22,10-Mar-27,73871333,thgan@brdb.com.my,-,"835-9,",SIAP DENGAN: CCC PENUH,835-9/08-2021/02886(P),14-Aug-20,13-Aug-21,"RM963,200.00","1,300mps",,,,,,,,,,,,"[""1.490187, 103.826106""]",,https://teduh.kpkt.gov.my/project-swasta/835-9,23,5
392,8 4 7 - 1 - T A M A N   T E L O K   S I S E K,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-1,",-,847/238/1991(03),13-Mar-90,12-Mar-91,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-1,23,6
393,8 4 7 - 2 - T A M A N   A I R   P U T I H,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-2,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-2,23,7
394,8 4 7 - 3 - T A M A N   G A L I N G   K E C I L,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-3,",-,847/928/1997(08),8-Aug-96,7-Aug-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-3,23,8
395,8 4 7 - 4 - L E O N G   W A N   D E V E L O P M E N T   S D N   B H D,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-4,",-,847/1957/2002(11),20-Nov-01,19-Nov-02,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-4,23,9
396,8 4 7 - 5 - L O T   2 9 0 2 0   -   2 9 0 2 3   M U K I M   K U A L A   K U A N T A N,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-5,",-,847-5/932/2004(04),19-May-03,9-Apr-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-5,23,10
397,8 4 7 - 6 - L O T   4 6 3   M U K I M   K U A L A   K U A N T A N,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-6,",-,847-6/2376/2005(12),13-Dec-04,12-Dec-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-6,23,11
398,8 4 7 - 7 - L E O N G   W A N   D E V E L O P M E N T   S D N   B H D,LEONG WAN DEVELOPMENT SDN. BHD.,847,847-9/11-2015/02510(L),27-Nov-14,26-Nov-15,-,-,-,"847-7,",SIAP DENGAN: CFO PENUH,847-7/1744/2007(08),25-Aug-06,24-Aug-07,"RM255,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/847-7,23,12
