,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
156,1 9 3 9 4 - 1 - P L A T I N U M   O U G   R E S I D E N C E,VISTARENA DEVELOPMENT SDN. BHD.,19394,19394/04-2025/0381(R),20 Apr 2022,19 Apr 2025,-,-,-,"19394-1,",SIAP DENGAN: CCC PENUH,19394-1/04-2021/01760(P),20 Apr 2020,19 Apr 2021,"RM 150,000.00","850.00mps - 1,250.00mps",RUMAH PANGSA/KONDO,32,0,0,"1,200",660,0,"150,000.00","300,000.00",100.00,"[""3.353000, 101.393500""]",,https://teduh.kpkt.gov.my/project-swasta/19394-1,"(336, '19394-1')"
157,1 9 3 9 4 - 1 - P L A T I N U M   O U G   R E S I D E N C E,VISTARENA DEVELOPMENT SDN. BHD.,19394,19394/04-2025/0381(R),20 Apr 2022,19 Apr 2025,-,-,-,"19394-1,",SIAP DENGAN: CCC PENUH,19394-1/04-2021/01760(P),20 Apr 2020,19 Apr 2021,"RM 150,000.00","850.00mps - 1,250.00mps",RUMAH PANGSA/KONDO,34,0,0,850,220,0,"299,000.00","299,000.00",100.00,"[""3.353000, 101.393500""]",,https://teduh.kpkt.gov.my/project-swasta/19394-1,"(336, '19394-1')"
158,1 9 3 9 4 - 1 - P L A T I N U M   O U G   R E S I D E N C E,VISTARENA DEVELOPMENT SDN. BHD.,19394,19394/04-2025/0381(R),20 Apr 2022,19 Apr 2025,-,-,-,"19394-1,",SIAP DENGAN: CCC PENUH,19394-1/04-2021/01760(P),20 Apr 2020,19 Apr 2021,"RM 150,000.00","850.00mps - 1,250.00mps",RUMAH PANGSA/KONDO,34,0,0,"1,250",440,0,"502,000.00","625,590.00",100.00,"[""3.353000, 101.393500""]",,https://teduh.kpkt.gov.my/project-swasta/19394-1,"(336, '19394-1')"
159,1 9 4 3 8 - 1 - F A R   E A S T   K U C H A I   B,FAR EAST KUCHAI DEVELOPMENT SDN. BHD.,19438,19438-1/09-2022/02949(L),28 Sep 2021,27 Sep 2022,-,sengtkoh@gmail.com,-,"19438-1,",SIAP DENGAN: CCC PENUH,19438-1/07-2021/02705(P),18 Jul 2020,17 Jul 2021,"RM 458,526.00",111.50mps,PANGSAPURI SERVIS,24,0,0,112,226,27,"458,526.00","1,100,000.00",100.00,"[""3.088697, 101.693732""]",,https://teduh.kpkt.gov.my/project-swasta/19438-1,"(337, '19438-1')"
160,1 9 4 4 3 - 1 - S C P   S O C I E T E   S D N   B H D,SCP SOCIETE SDN. BHD.,19443,19443-1/06-2020/0566(L),28 Jun 2018,27 Jun 2020,-,-,-,"19443-1,",PERMIT TELAH DIBATALKAN,19443-1/06-2020/0566(P),28 Jun 2018,27 Jun 2020,"RM 652,000.00",0.00mps,SOHO,24,0,0,0,350,349,"652,000.00","1,094,000.00",82.27,"[""3.161534, 101.648988""]",,https://teduh.kpkt.gov.my/project-swasta/19443-1,"(338, '19443-1')"
161,1 9 4 5 0 - 1 - R E S I D E N S I   K E N W I N G S T O N   P E T A L I N G,KENWINGSTON LAND SDN. BHD.,19450,19450/08-2025/1194(R),23 Aug 2022,22 Aug 2025,-,-,-,"19450-1,",SIAP DENGAN: CCC PENUH,19450-1/07-2020/0588(P),03 Jul 2018,02 Jul 2020,"RM 453,000.00",60.38mps,PANGSAPURI SERVIS,42,0,0,60,619,3,"453,000.00","690,800.00",100.00,"[""3.082439, 101.700282""]",,https://teduh.kpkt.gov.my/project-swasta/19450-1,"(339, '19450-1')"
162,1 9 4 5 9 - 1 - G O L D H I L L   A C H I E V E R   S D N .   B H D .,GOLDHILL ACHIEVER SDN. BHD.,19459,19459/07-2025/1144(R),19 Jul 2022,18 Jul 2025,-,-,-,"19459-1,",SIAP DENGAN: CCC PENUH,19459-1/07-2022/02341(P),19 Jul 2021,18 Jul 2022,"RM 4,347,750.00",475.00mps,RUMAH PANGSA/KONDO,9,0,0,475,9,0,"4,347,750.00","6,780,960.00",100.00,"[""3.136211, 101.664570""]",,https://teduh.kpkt.gov.my/project-swasta/19459-1,"(340, '19459-1')"
163,1 9 4 5 9 - 1 - G O L D H I L L   A C H I E V E R   S D N .   B H D .,GOLDHILL ACHIEVER SDN. BHD.,19459,19459/07-2025/1144(R),19 Jul 2022,18 Jul 2025,-,-,-,"19459-1,",SIAP DENGAN: CCC PENUH,19459-1/07-2022/02341(P),19 Jul 2021,18 Jul 2022,"RM 4,347,750.00",475.00mps,RUMAH PANGSA/KONDO,11,0,0,475,10,7,"4,398,900.00","6,780,960.00",100.00,"[""3.136211, 101.664570""]",,https://teduh.kpkt.gov.my/project-swasta/19459-1,"(340, '19459-1')"
164,1 9 4 6 9 - 1 - R E S I D E N S I   V I S T A   W I R A J A Y A,AMBANANG DEVELOPMENT SDN. BHD.,19469,19469/07-2025/0568(R),28 Jul 2022,27 Jul 2025,-,-,-,"19469-1,",SIAP DENGAN: CCC PENUH,19469-1/07-2020/0682(P),28 Jul 2018,27 Jul 2020,"RM 300,000.00",884.00mps,RUMAH PANGSA/KONDO,35,0,0,884,515,1,"300,000.00","318,000.00",100.00,"[""3.130050, 101.432640""]",,https://teduh.kpkt.gov.my/project-swasta/19469-1,"(341, '19469-1')"
165,1 9 4 6 9 - 2 - R E S I D E N S I   P V 9,AMBANANG DEVELOPMENT SDN. BHD.,19469,19469/07-2025/0568(R),28 Jul 2022,27 Jul 2025,-,-,-,"19469-2,",SIAP DENGAN: CCC PENUH,19469-2/03-2023/0034(R)-(S),13 Mar 2022,12 Mar 2023,"RM 42,000.00","1,000.00mps",RUMAH PANGSA/KONDO,27,0,0,"1,000",524,1,"442,552.50","779,740.00",100.00,"[""3.217999, 101.725086""]",,https://teduh.kpkt.gov.my/project-swasta/19469-2,"(342, '19469-2')"
166,1 9 4 6 9 - 2 - R E S I D E N S I   P V 9,AMBANANG DEVELOPMENT SDN. BHD.,19469,19469/07-2025/0568(R),28 Jul 2022,27 Jul 2025,-,-,-,"19469-2,",SIAP DENGAN: CCC PENUH,19469-2/03-2023/0034(R)-(S),13 Mar 2022,12 Mar 2023,"RM 42,000.00","1,000.00mps",RUMAH PANGSA/KONDO,26,0,0,"1,000",429,4,"453,577.50","750,000.00",100.00,"[""3.217999, 101.725086""]",,https://teduh.kpkt.gov.my/project-swasta/19469-2,"(342, '19469-2')"
167,1 9 4 6 9 - 2 - R E S I D E N S I   P V 9,AMBANANG DEVELOPMENT SDN. BHD.,19469,19469/07-2025/0568(R),28 Jul 2022,27 Jul 2025,-,-,-,"19469-2,",SIAP DENGAN: CCC PENUH,19469-2/03-2023/0034(R)-(S),13 Mar 2022,12 Mar 2023,"RM 42,000.00","1,000.00mps",RUMAH PANGSA/KONDO,21,0,0,"1,000",438,105,"42,000.00","300,000.00",100.00,"[""3.217999, 101.725086""]",,https://teduh.kpkt.gov.my/project-swasta/19469-2,"(342, '19469-2')"
168,1 9 4 7 2 - 1 - 3 R D N V E N U E,AMPANG AVENUE DEVELOPMENT SDN. BHD.,19472,19472/10-2025/1408(R),22 Oct 2022,21 Oct 2025,0380229999,farah.rahmat@titijaya.com.my,-,"19472-1,",BERJALAN LANCAR,19472-1/10-2022/03116(P),22 Oct 2021,21 Oct 2022,"RM 1,001,100.00",0.00mps,PANGSAPURI SERVIS,49,0,0,0,422,422,"1,001,100.00","1,372,580.00",21.01,"[""3.162261, 101.737410""]",,https://teduh.kpkt.gov.my/project-swasta/19472-1,"(343, '19472-1')"
169,1 9 5 3 5 - 1 - R E S I D E N S I   A S T E R   C H E R A S,AMBER HOMES CHERAS SDN. BHD.,19535,19535/11-2027/1465(R),18 Nov 2022,17 Nov 2027,-,-,-,"19535-1,",SIAP DENGAN: CCC PENUH,19535-1/11-2022/03319(P),18 Nov 2021,17 Nov 2022,"RM 373,500.00",57.60mps,PANGSAPURI SERVIS,36,0,0,58,960,9,"373,500.00","584,000.00",100.00,"[""3.080644, 101.745244""]",,https://teduh.kpkt.gov.my/project-swasta/19535-1,"(344, '19535-1')"
170,1 9 5 7 6 - 1 - K L   G A T E W A Y   S U I T E S,KL GATEWAY SDN. BHD.,19576,19576-1/01-2021/40(L),10 Jan 2019,09 Jan 2021,-,-,-,"19576-1,",PERMIT TELAH DIBATALKAN,19576-1/01-2021/40(P),10 Jan 2019,09 Jan 2021,"RM 752,325.00",0.00mps,PANGSAPURI SERVIS,25,0,0,0,249,249,"752,325.00","1,275,298.00",12.53,"[""3.114762, 101.664036""]",,https://teduh.kpkt.gov.my/project-swasta/19576-1,"(345, '19576-1')"
171,1 9 5 8 2 - 1 - R E S I D E N S I   P L A T I N U M   T E R A T A I,WENG WAH DEVELOPMENTS SDN. BHD.,19582,19582-1/01-2021/68(L),16 Jan 2019,15 Jan 2021,-,-,www.platinumvictory.com,"19582-1,",SIAP DENGAN: CCC PENUH,19582-1/01-2021/68(P),16 Jan 2019,15 Jan 2021,"RM 500,000.00",925.00mps,RUMAH PANGSA/KONDO,23,0,0,925,800,17,"500,000.00","500,000.00",100.00,"[""3.201171, 101.709190""]",,https://teduh.kpkt.gov.my/project-swasta/19582-1,"(346, '19582-1')"
172,1 9 6 4 7 - 1 - R E S I D E N S I   P L A T I N U M   A R E N A,MARQUES LAND SDN. BHD.,19647,19647/04-2025/0147(R),25 Mar 2022,04 Apr 2025,-,-,www.platinumvictory.com,"19647-1,",SIAP DENGAN: CCC PENUH,19647-1/04-2023/0193(R)-(S),05 Apr 2021,04 Apr 2023,"RM 348,120.00",1.00mps,PANGSAPURI SERVIS,29,0,0,1,728,2,"348,120.00","745,940.00",100.00,"[""3.082353, 101.663535""]",,https://teduh.kpkt.gov.my/project-swasta/19647-1,"(347, '19647-1')"
173,1 9 6 7 8 - 1 - T H E   B I R C H,SCP BIRCH SDN. BHD.,19678,19678/05-2025/0567(R),11 May 2022,10 May 2025,0376651228,-,www.scpgroup.com.my,"19678-1,",SIAP DENGAN: CCC PENUH,19678-1/05-2023/0398(R)-(S),11 May 2022,10 May 2023,"RM 420,232.50",68.33mps - 69.86mps,PANGSAPURI SUITE,42,0,0,68,324,86,"430,065.00","678,500.00",100.00,"[""3.176214, 101.683693""]",,https://teduh.kpkt.gov.my/project-swasta/19678-1,"(348, '19678-1')"
174,1 9 6 7 8 - 1 - T H E   B I R C H,SCP BIRCH SDN. BHD.,19678,19678/05-2025/0567(R),11 May 2022,10 May 2025,0376651228,-,www.scpgroup.com.my,"19678-1,",SIAP DENGAN: CCC PENUH,19678-1/05-2023/0398(R)-(S),11 May 2022,10 May 2023,"RM 420,232.50",68.33mps - 69.86mps,PANGSAPURI SUITE,42,0,0,70,357,18,"420,232.50","734,500.00",100.00,"[""3.176214, 101.683693""]",,https://teduh.kpkt.gov.my/project-swasta/19678-1,"(348, '19678-1')"
175,1 9 7 8 7 - 1 - A S T E R   G R E E N   R E S I D E N C E,COSMO HOUSING DEVELOPMENT SDN. BHD.,19787,19787/10-2025/1111(A),17 Oct 2022,16 Oct 2025,-,-,-,"19787-1,",SIAP DENGAN: CCC PENUH,19787-1/10-2022/03024(P),17 Oct 2021,16 Oct 2022,"RM 423,000.00",89.00mps,PANGSAPURI SUITE,26,0,0,89,440,3,"423,000.00","680,800.00",100.00,"[""3.077151, 101.691048""]",,https://teduh.kpkt.gov.my/project-swasta/19787-1,"(349, '19787-1')"
176,1 9 7 9 5 - 1 - K E R I A N   L I N K S,KNT MEDIA SDN. BHD.,19795,19795/02-2024/0595(R),08 Feb 2023,07 Feb 2024,-,-,https://cpiland.com,"19795-1,",SIAP DENGAN: CCC PENUH,19795-1/02-2023/01186(P),08 Feb 2022,07 Feb 2023,"RM 1,873,000.00",340.30mps,RUMAH TERES,3,0,0,340,11,0,"1,873,000.00","2,282,000.00",100.00,"[""3.193730, 101.684412""]",,https://teduh.kpkt.gov.my/project-swasta/19795-1,"(350, '19795-1')"
177,1 9 8 2 8 - 1 - R E S I D E N S I   L A N D M A R K,ELITE STARHILL SDN. BHD.,19828,19828/12-2027/1392(R),03 Dec 2022,02 Dec 2027,-,-,-,"19828-1,",BERJALAN LANCAR,19828-1/12-2022/03414(P),03 Dec 2021,02 Dec 2022,"RM 930,700.00",0.00mps,PANGSAPURI SERVIS,62,0,0,0,690,690,"930,700.00","4,760,800.00",12.50,"[""3.142083, 101.712691""]",,https://teduh.kpkt.gov.my/project-swasta/19828-1,"(351, '19828-1')"
178,1 9 8 2 8 - 1 - R E S I D E N S I   L A N D M A R K,ELITE STARHILL SDN. BHD.,19828,19828/12-2027/1392(R),03 Dec 2022,02 Dec 2027,-,-,-,"19828-1,",BERJALAN LANCAR,19828-1/12-2022/03414(P),03 Dec 2021,02 Dec 2022,"RM 930,700.00",0.00mps,PANGSAPURI SERVIS,55,0,0,0,648,648,"930,700.00","4,455,000.00",12.99,"[""3.142083, 101.712691""]",,https://teduh.kpkt.gov.my/project-swasta/19828-1,"(351, '19828-1')"
179,2 0 0 1 5 - 1 - R E S I D E N S I   R 8,REVIVAL CAPITAL SDN. BHD.,20015,20015-1/12-2022/0814(L),11 Dec 2020,10 Dec 2022,-,-,-,"20015-1,",PERMIT TELAH DIBATALKAN,20015-1/12-2022/0814(P),11 Dec 2020,10 Dec 2022,"RM 3,522,246.40",0.00mps,PANGSAPURI SUITE,20,0,0,0,26,26,"3,522,246.40","7,098,949.60",0.00,"[""3.158637, 101.730939""]",,https://teduh.kpkt.gov.my/project-swasta/20015-1,"(352, '20015-1')"
180,2 0 2 5 6 - 1 - V I E R R A   R E S I D E N C E,FAJARBARU LAND SDN. BHD.,20256,20256-1/03-2024/0225(L),26 Mar 2022,25 Mar 2024,-,-,-,"20256-1,",BERJALAN LANCAR,20256-1/03-2024/0225(A)-(S),26 Mar 2022,25 Mar 2024,"RM 300,000.00",0.00mps,RUMAH PANGSA/KONDO,39,3,2,0,773,0,"300,000.00","300,000.00",31.37,"[""3.057793, 101.648689""]",,https://teduh.kpkt.gov.my/project-swasta/20256-1,"(353, '20256-1')"
181,2 0 2 5 6 - 1 - V I E R R A   R E S I D E N C E,FAJARBARU LAND SDN. BHD.,20256,20256-1/03-2024/0225(L),26 Mar 2022,25 Mar 2024,-,-,-,"20256-1,",BERJALAN LANCAR,20256-1/03-2024/0225(A)-(S),26 Mar 2022,25 Mar 2024,"RM 300,000.00",0.00mps,RUMAH PANGSA/KONDO,38,"2, 3, 22, 32","2, 3, 17",0,831,0,"300,000.00","300,000.00",31.61,"[""3.057793, 101.648689""]",,https://teduh.kpkt.gov.my/project-swasta/20256-1,"(353, '20256-1')"
182,2 4 6 3 - 1 1 - T H E   W E S T S I D E   O N E,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-11,",SIAP DENGAN: CCC PENUH,2463-11/944/2013(06),03 Jun 2012,02 Jun 2013,"RM 806,000.00",0.00mps,RUMAH PANGSA/KONDO,40,0,0,0,338,338,"806,000.00","2,366,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-11,"(354, '2463-11')"
183,"2 4 6 3 - 1 2 - C A S A M A N ,   D E S A   P A R K C I T Y",PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-12,",SIAP DENGAN: CCC PENUH,2463-12/945/2013(06),09 Jun 2012,08 Jun 2013,"RM 2,500,000.00",0.00mps,RUMAH TERES,2,0,0,0,39,39,"2,500,000.00","4,750,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-12,"(355, '2463-12')"
184,"2 4 6 3 - 1 2 - C A S A M A N ,   D E S A   P A R K C I T Y",PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-12,",SIAP DENGAN: CCC PENUH,2463-12/945/2013(06),09 Jun 2012,08 Jun 2013,"RM 2,500,000.00",0.00mps,RUMAH TERES,3,0,0,0,108,108,"3,000,000.00","5,580,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-12,"(355, '2463-12')"
185,2 4 6 3 - 1 3 - T H E   W E S T S I D E   2,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-13,",SIAP DENGAN: CFO PENUH,2463-13/12-2015/02542(P),20 Dec 2014,19 Dec 2015,"RM 758,000.00",129.00mps,RUMAH PANGSA/KONDO,41,0,0,129,338,2,"758,000.00","1,998,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-13,"(356, '2463-13')"
186,2 4 6 3 - 1 4 - S E C T O R   C,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-14,",SIAP DENGAN: CCC PENUH,2463-14/852/2013(04),18 Apr 2012,17 Apr 2013,"RM 3,208,800.00",0.00mps,RUMAH BERPAGAR,3,0,0,0,25,3,"4,670,400.00","6,549,200.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-14,"(357, '2463-14')"
187,2 4 6 3 - 1 4 - S E C T O R   C,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-14,",SIAP DENGAN: CCC PENUH,2463-14/852/2013(04),18 Apr 2012,17 Apr 2013,"RM 3,208,800.00",0.00mps,RUMAH BERPAGAR,2.5,0,0,0,33,0,"3,208,800.00","4,848,200.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-14,"(357, '2463-14')"
188,2 4 6 3 - 1 4 - S E C T O R   C,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-14,",SIAP DENGAN: CCC PENUH,2463-14/852/2013(04),18 Apr 2012,17 Apr 2013,"RM 3,208,800.00",0.00mps,RUMAH BERPAGAR,3.5,0,0,0,69,11,"4,975,600.00","7,964,600.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-14,"(357, '2463-14')"
189,2 4 6 3 - 1 5 - T H E   B R E E Z E W A Y,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-15,",SIAP DENGAN: CCC PENUH,2463-15/08-2014/0687(P),09 Aug 2013,08 Aug 2014,"RM 1,000,000.00",0.00mps - 340.00mps,RUMAH PANGSA/KONDO,25,0,0,0,60,0,"1,000,000.00","1,800,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-15,"(358, '2463-15')"
190,2 4 6 3 - 1 5 - T H E   B R E E Z E W A Y,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-15,",SIAP DENGAN: CCC PENUH,2463-15/08-2014/0687(P),09 Aug 2013,08 Aug 2014,"RM 1,000,000.00",0.00mps - 340.00mps,RUMAH PANGSA/KONDO,25,0,0,0,79,0,"1,000,000.00","1,800,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-15,"(358, '2463-15')"
191,2 4 6 3 - 1 5 - T H E   B R E E Z E W A Y,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-15,",SIAP DENGAN: CCC PENUH,2463-15/08-2014/0687(P),09 Aug 2013,08 Aug 2014,"RM 1,000,000.00",0.00mps - 340.00mps,RUMAH TERES,3.5,0,0,340,28,1,"2,600,000.00","3,780,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-15,"(358, '2463-15')"
192,2 4 6 3 - 1 5 - T H E   B R E E Z E W A Y,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-15,",SIAP DENGAN: CCC PENUH,2463-15/08-2014/0687(P),09 Aug 2013,08 Aug 2014,"RM 1,000,000.00",0.00mps - 340.00mps,RUMAH TERES,3,0,0,298,48,0,"1,990,000.00","3,000,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2463-15,"(358, '2463-15')"
193,2 4 6 3 - 1 6 - P L A Z A   A R C A D I A,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-16,",SIAP DENGAN: CCC PENUH,2463-16/07-2017/02277(P),23 Jul 2016,22 Jul 2017,"RM 650,000.00",559.00mps,SOHO,1,0,0,559,167,0,"650,000.00","1,686,000.00",100.00,"[""3.186743, 101.635494""]",,https://teduh.kpkt.gov.my/project-swasta/2463-16,"(359, '2463-16')"
194,2 4 6 3 - 1 7 - L O T   6 1 9 6 4,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-17,",SIAP DENGAN: CCC PENUH,2463-17/09-2017/02472(P),26 Sep 2016,25 Sep 2017,"RM 818,000.00","1,032.00mps",RUMAH PANGSA/KONDO,45,0,0,"1,032",359,18,"818,000.00","4,176,000.00",100.00,"[""3.186131, 101.625592""]",,https://teduh.kpkt.gov.my/project-swasta/2463-17,"(360, '2463-17')"
195,2 4 6 3 - 1 8 - L O T   8 0 0 1 0,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-18,",SIAP DENGAN: CCC PENUH,2463-18/05-2019/01634(P),17 May 2018,16 May 2019,"RM 780,000.00","1,400.00mps",RUMAH PANGSA/KONDO,49,0,0,"1,400",469,24,"780,000.00","1,939,000.00",100.00,"[""3.184055, 101.625592""]",,https://teduh.kpkt.gov.my/project-swasta/2463-18,"(361, '2463-18')"
196,2 4 6 3 - 1 9 - P E R D A N A   P A R K C I T Y   S D N .   B H D .,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-19,",SIAP DENGAN: CCC PENUH,2463-19/09-2022/02777(P),08 Sep 2021,07 Sep 2022,"RM 715,000.00",109.00mps,RUMAH PANGSA/KONDO,40,0,0,109,460,7,"715,000.00","1,544,000.00",100.00,"[""3.182620, 101.625521""]",,https://teduh.kpkt.gov.my/project-swasta/2463-19,"(362, '2463-19')"
197,2 4 6 3 - 1 9 - P E R D A N A   P A R K C I T Y   S D N .   B H D .,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-19,",SIAP DENGAN: CCC PENUH,2463-19/09-2022/02777(P),08 Sep 2021,07 Sep 2022,"RM 715,000.00",109.00mps,RUMAH PANGSA/KONDO,40,0,0,109,460,22,"719,000.00","1,581,000.00",100.00,"[""3.182620, 101.625521""]",,https://teduh.kpkt.gov.my/project-swasta/2463-19,"(362, '2463-19')"
198,2 4 6 3 - 2 0 - P E R D A N A   P A R K C I T Y   S D N .   B H D .,PERDANA PARKCITY SDN. BHD.,2463,2463/10-2027/1002(R),04 Oct 2022,03 Oct 2027,-,zing@ppcity.com.my,-,"2463-20,",SIAP DENGAN: CCC PENUH,2463-20/10-2022/02976(P),04 Oct 2021,03 Oct 2022,"RM 300,000.00",80.00mps,RUMAH PANGSA/KONDO,51,0,0,80,752,1,"300,000.00","320,000.00",100.00,"[""3.182666, 101.623748""]",,https://teduh.kpkt.gov.my/project-swasta/2463-20,"(363, '2463-20')"
199,2 5 7 9 - 3 - B U K I T   O U G   T O W N H O U S E,SETIA JAYA ENT. SDN. BHD.,2579,2579-3/05-2015/01752(L),12 May 2014,11 May 2015,-,-,-,"2579-3,",SIAP DENGAN: CFO PENUH,2579-3/1266/2008(06),18 Jun 2007,17 Jun 2008,"RM 250,000.00",0.00mps,RUMAH BANDAR,3,0,0,0,26,0,"250,000.00","350,000.00",100.00,"[""3.061580, 101.665700""]",,https://teduh.kpkt.gov.my/project-swasta/2579-3,"(364, '2579-3')"
200,2 6 3 - 1 6 - R E S I D E N S I   S E F I N A   M O N T ' K I A R A,SUNRISE BERHAD,263,263-16/08-2022/02695(L),24 Aug 2021,23 Aug 2022,-,-,-,"263-16,",SIAP DENGAN: CCC PENUH,263-16/07-2019/02304(P),11 Jul 2018,10 Jul 2019,"RM 1,301,000.00",139.19mps,RUMAH PANGSA/KONDO,35,0,0,139,245,30,"1,301,000.00","1,872,000.00",100.00,"[""3.170599, 101.649684""]",,https://teduh.kpkt.gov.my/project-swasta/263-16,"(365, '263-16')"
201,2 6 3 - 8 - M O N T '   K I A R A   P E L A N G I,SUNRISE BERHAD,263,263-16/08-2022/02695(L),24 Aug 2021,23 Aug 2022,-,-,-,"263-8,",SIAP DENGAN: CFO PENUH,-,-,-,"RM 182,000.00",0.00mps,RUMAH PANGSA/KONDO,27,0,0,0,299,299,"182,000.00","450,000.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/263-8,"(366, '263-8')"
202,2 8 9 2 - 3 - D A M A I   C H E R A S   S D N .   B H D .,DAMAI CHERAS SDN. BHD.,2892,2892-3/10-2022/02999(L),05 Oct 2021,04 Oct 2022,-,-,-,"2892-3,",SIAP DENGAN: CCC PENUH,2892-3/10-2022/02999(P),05 Oct 2021,04 Oct 2022,"RM 471,000.00",85.00mps,PANGSAPURI SUITE,39,0,0,85,443,112,"471,000.00","714,000.00",100.00,"[""3.116257, 101.708320""]",,https://teduh.kpkt.gov.my/project-swasta/2892-3,"(367, '2892-3')"
203,2 9 5 1 - 7 - L A K E   F I E L D S   -   G R O V E,SYARIKAT PEMBENAAN YEOH TIONG LAY SDN. BHD.,2951,2951-9/03-2017/01592(L),31 Mar 2016,30 Mar 2017,-,-,-,"2951-7,",SIAP DENGAN: CFO PENUH,2951-7/12-2016/02755(P),10 Dec 2015,09 Dec 2016,"RM 2,663,830.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,88,0,"2,663,830.00","3,386,630.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2951-7,"(368, '2951-7')"
204,2 9 5 1 - 7 - L A K E   F I E L D S   -   G R O V E,SYARIKAT PEMBENAAN YEOH TIONG LAY SDN. BHD.,2951,2951-9/03-2017/01592(L),31 Mar 2016,30 Mar 2017,-,-,-,"2951-7,",SIAP DENGAN: CFO PENUH,2951-7/12-2016/02755(P),10 Dec 2015,09 Dec 2016,"RM 2,663,830.00",0.00mps,RUMAH BERKEMBAR,3,0,0,0,14,0,"2,976,350.00","3,244,800.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2951-7,"(368, '2951-7')"
205,2 9 5 1 - 8 - L A K E   F I E L D S   -   R E E D,SYARIKAT PEMBENAAN YEOH TIONG LAY SDN. BHD.,2951,2951-9/03-2017/01592(L),31 Mar 2016,30 Mar 2017,-,-,-,"2951-8,",SIAP DENGAN: CFO PENUH,2951-8/653/2013(03),23 Mar 2012,22 Mar 2013,"RM 1,537,060.00",178.50mps - 321.00mps,RUMAH TERES,3,0,0,179,275,0,"1,537,060.00","2,778,300.00",100.00,,,https://teduh.kpkt.gov.my/project-swasta/2951-8,"(369, '2951-8')"
